id,profession,gender,pred_class_idx,pred_label,pred_prob_original,pred_prob_erased,faithfulness,tokens_erased,n_tokens_erased
90631,journalist,F,4,journalist,0.9972,0.9955,0.0017,"Media, magazine., Africa,, Cape, regular",5
54445,professor,F,0,professor,0.9972,0.6045,0.3928,"National, genetics, UW/SCH, fellowship, pediatric",5
93903,professor,M,0,professor,0.7177,0.1637,0.554,"fellowship, co-editor, Dr., Trauma., Canada,",5
16348,physician,F,1,physician,0.9994,0.477,0.5224,"practices, medicine, is, Center., Medicine.",5
46287,professor,F,0,professor,0.9535,0.8848,0.0688,"years., She, experience, 10, schools",5
72503,physician,M,1,physician,0.9947,0.9929,0.0018,"patients., Medicine., physiology., Dr., residency",5
4602,physician,F,1,physician,0.9994,0.6169,0.3826,"practices, medicine, affiliated, Allergy, Connecticut.",5
49360,psychologist,M,6,psychologist,0.8107,0.263,0.5477,"consultation,, assistance, parent, autism,, professional",5
42951,professor,M,0,professor,0.977,0.0316,0.9453,"university, funded, in, Rushton, science.",5
77124,professor,M,0,professor,0.9989,0.9959,0.003,"PhD, Dr., leads, evolutionary, genome",5
39711,dentist,M,8,dentist,0.9985,0.4567,0.5418,"Dr., Dentist, patient,, Dedham., practice",5
30282,psychologist,M,6,psychologist,0.4372,0.4209,0.0163,"focuses, client-supplied, leadership, think, on",5
33409,professor,M,0,professor,0.9945,0.9632,0.0313,"Intercollegiate, also, Pittsburgh., Consultant/Attending, Assistant",5
36561,model,M,12,model,0.9988,0.9963,0.0025,"model, as, 185cm, 6âĢ²1Êº, professional",5
10637,poet,M,13,poet,0.3981,0.0238,0.3743,"French,, French, Ikere-Ekiti,, at, Nigeria.",5
24817,journalist,F,4,journalist,0.9383,0.8566,0.0817,"book,, argues, Dallas/Fort, landscape, Texas.",5
31505,software engineer,M,15,software engineer,0.9453,0.9372,0.0081,"design., development,, application, experience, front-end,",5
58312,journalist,F,4,journalist,0.9979,0.9976,0.0003,"newspapers, news, Budapest,, dealing, Hungary.",5
42143,psychologist,M,6,psychologist,0.9973,0.9963,0.001,"psychotherapy, one-to-one, neuroscience., Psychology, Coherence",5
4145,attorney,F,2,attorney,0.9777,0.9807,-0.003,"distinction,, degree,, MBA, degree, School",5
64458,photographer,M,3,photographer,0.9828,0.0039,0.9788,"Architectural, Photography, professional, representation, Chris'",5
74377,surgeon,M,9,surgeon,0.3677,0.0651,0.3026,"recuperating, flesh, of, the, he",5
20281,professor,M,0,professor,0.9958,0.9833,0.0125,"Ph.D., St., Pharmacogenomics, Lab, Director",5
55020,photographer,M,3,photographer,0.9222,0.6865,0.2357,"models, models, currently, industry, Colombia.",5
74809,psychologist,F,6,psychologist,0.9951,0.0526,0.9426,"counselling, here., body, radical, self",5
27933,professor,M,0,professor,0.9989,0.9948,0.0041,"Prior, arrival, Professor, Theatre., Assistant",5
11662,professor,F,0,professor,0.9994,0.9993,0.0,"Ph.D., interests, research, Faculty, Her",5
83094,professor,M,0,professor,0.9992,0.9977,0.0015,"Studies, research, UNM., program, program",5
42156,physician,M,1,physician,0.9374,0.951,-0.0136,"Dr., Medical, residency, Minnesota., Minnesota",5
15615,software engineer,M,15,software engineer,0.6047,0.4881,0.1166,"Java, company, startup, management, employee",5
79286,nurse,F,5,nurse,0.9915,0.8696,0.1219,"nursing, Nursing, Nurse, Clinical, Nurse",5
43044,photographer,F,3,photographer,0.9833,0.1496,0.8337,"capturing, exist., moments, work,, keen",5
79135,professor,F,0,professor,0.9994,0.9964,0.003,"doctorate, area, literature, ""Politics,, journal",5
17636,professor,M,0,professor,0.9988,0.9905,0.0083,"Neuroscience, neural, interests, Ph.D., director",5
54221,poet,M,13,poet,0.9797,0.9494,0.0302,"poets, autobiographer, writer;, prose, formidable",5
73575,photographer,M,3,photographer,0.9948,0.007,0.9879,"photographs, campaigns, campaigns, Also, magazines",5
13578,journalist,M,4,journalist,0.7938,0.6648,0.129,"magazines., writes, e-zine, name,, publishes",5
5448,professor,F,0,professor,0.9977,0.9238,0.0739,"studies, researcher,, questions, addresses, organizational",5
80601,architect,M,10,architect,0.9168,0.8927,0.0242,"Architectural, Architects, Design, competitions., currently",5
43877,nurse,F,5,nurse,0.9927,0.9832,0.0094,"disease, encompasses, process., prevention,, scope",5
44557,professor,M,0,professor,0.9995,0.9995,0.0,"Ph.D., research, University, investigates, Prior",5
61558,architect,M,10,architect,0.8377,0.8567,-0.019,"Engineering, Electrical, led, continuous, initiatives.",5
12480,professor,M,0,professor,0.8168,0.3788,0.438,"areas, Faculty, Prior, correspondent, (YbIEL)",5
37372,dentist,F,8,dentist,0.9878,0.9573,0.0305,"dental, Dr., surgery., HealthCare, Cross/Blue",5
48225,surgeon,F,9,surgeon,0.9023,0.003,0.8992,"surgery, medical, Medicine, general, Medicine",5
35423,composer,F,17,composer,0.7941,0.1524,0.6417,"works, abroad., Composers, Orchestra,, been",5
4598,teacher,M,7,teacher,0.9963,0.9925,0.0038,"RateMyTeachers.com., here., teacher, Additionally,, review",5
76006,journalist,F,4,journalist,0.9968,0.9965,0.0003,"organisation., non-fiction, best-selling, Times,, fact-checking",5
52486,physician,F,1,physician,0.9993,0.999,0.0002,"MD., professional, practices, credentials, Birmingham,",5
702,professor,M,0,professor,0.9835,0.9849,-0.0014,"Cardiology., published, Fellow, tachycardias, interests",5
71994,journalist,F,4,journalist,0.9975,0.997,0.0005,"Today., work, mainstream, Mail,, news",5
29015,attorney,F,2,attorney,0.9994,0.9994,-0.0001,"counsel, serves, as, legal, currently",5
93020,professor,M,0,professor,0.9994,0.9994,0.0,"Tufts,, postdoctoral, microfluidic, biomolecular, Prior",5
24289,professor,F,0,professor,0.9991,0.998,0.0011,"Ph.D., post-doc, faculty, Center, Biophysics",5
85541,professor,F,0,professor,0.9989,0.9985,0.0004,"internationally-recognized, Professor, African-American, field, Studies.",5
42719,professor,M,0,professor,0.9993,0.9938,0.0054,"sociolinguistics,, doctorate, University, linguistics, interested",5
50174,architect,F,10,architect,0.9948,0.1288,0.866,"Architects, Biennale., Architecture, architecture, Art,",5
14729,psychologist,M,6,psychologist,0.9866,0.6077,0.3789,"Psychopathology, interventions, internationally., Methods, conducted",5
84291,physician,M,1,physician,0.9491,0.5763,0.3727,"Assistant, Alliance., Professor, Oncology, Association",5
11815,journalist,F,4,journalist,0.9972,0.5345,0.4627,"Examiner.com., Music, News, Who, Denver",5
65795,professor,F,0,professor,0.9992,0.9989,0.0003,"professor., research, Her, Ph.D., Organizational",5
70364,professor,F,0,professor,0.9936,0.9621,0.0314,"Ph.D., research, Spain,, University, 2002.",5
22347,journalist,F,4,journalist,0.9971,0.1572,0.8399,"cover, Award., Media, first, AFLs",5
39122,professor,F,0,professor,0.9443,0.0971,0.8472,"research, fellow, Design, Lecturer, Institute,",5
31046,model,F,12,model,0.9989,0.9989,-0.0,"modeling,, photoshoots, photoshoot., She, her",5
33201,professor,F,0,professor,0.9977,0.9973,0.0005,"Ph.D., co-director, Dr., areas, research",5
34406,physician,M,1,physician,0.9128,0.9011,0.0118,"patients, Dr., Dr., Medicine., Dr.",5
74946,professor,M,0,professor,0.9856,0.07,0.9156,"interests, intellectual, include, disabilities, developmental",5
84715,architect,F,10,architect,0.9967,0.0089,0.9878,"architect, London., been, build, at",5
11351,painter,M,11,painter,0.8664,0.068,0.7984,"Art, exhibition, Studio, Adoption, Fine",5
436,physician,M,1,physician,0.9966,0.9962,0.0004,"Medicine., interests:, Dr., training, clinical",5
6302,physician,M,1,physician,0.6836,0.3485,0.3351,"patients, practice, Medical, joined, Clinic,",5
72269,physician,M,1,physician,0.6405,0.011,0.6296,"medicine, medical, trained, Parish., residency",5
24338,journalist,F,4,journalist,0.9865,0.1788,0.8077,"journalist, 2007,, as, covering, BBC,",5
55848,dentist,M,8,dentist,0.9858,0.9822,0.0036,"Dr., patients, Cross/Blue, rating, average,",5
79663,journalist,F,4,journalist,0.9911,0.9288,0.0623,"book., Story,, Khamleon:, first,, her",5
50546,nurse,F,5,nurse,0.9986,0.6281,0.3704,"nursing, clinical, patients, She, acute,",5
19540,physician,M,1,physician,0.8882,0.8944,-0.0062,"patients., attended, medical, Dr., Medicine.",5
30143,professor,M,0,professor,0.9969,0.971,0.0259,"Previously,, consultant., taught, University., UniversityâĢĻs",5
88326,professor,F,0,professor,0.9428,0.4257,0.5171,"research, nurseâĢĻs, focuses, role, settings",5
42175,professor,F,0,professor,0.9991,0.9984,0.0007,"teaching, research, ethnographic, research, ethnography,",5
16410,nurse,F,5,nurse,0.9994,0.9924,0.007,"She, graduated, NURSE, appointment., Health",5
16813,accountant,F,16,accountant,0.994,0.0,0.994,"Receivables, payments, Accounts, past-due, worked",5
2321,architect,F,10,architect,0.9865,0.8798,0.1068,"end-to-end, implementations, SAP, SAP, prototypes,",5
61142,physician,F,1,physician,0.9853,0.9508,0.0345,"residency., medicine, Medicine., Dr., Dr.",5
52916,attorney,M,2,attorney,0.9989,0.9989,-0.0001,"courts., representing, practice, practice, He",5
53976,professor,M,0,professor,0.994,0.992,0.0019,"faculty, Dr., Management., joining, Program",5
51899,photographer,F,3,photographer,0.9975,0.2391,0.7584,"photo, series, impressive, series,, subjects.",5
47145,surgeon,M,9,surgeon,0.6465,0.5832,0.0633,"profiling., He, surgery, invasive, genomic",5
75696,professor,M,0,professor,0.971,0.3869,0.5841,"associate, of, afforded, opportunity, Department",5
94259,professor,M,0,professor,0.9992,0.9989,0.0003,"Ph.D., journals, University, Plagiarism., Rhetoric",5
46960,journalist,M,4,journalist,0.9963,0.9954,0.0009,"reported, Times,, Latino, Times, publications",5
93000,attorney,M,2,attorney,0.9952,0.9983,-0.0031,"Law, FranciscoâĢĻs, law, Law., practice",5
46505,professor,M,0,professor,0.9992,0.9991,0.0,"Ph.D., genetically, encoded, lab, Molecular",5
68349,physician,F,1,physician,0.9567,0.9426,0.0141,"residency,, Medicine., Dr., interests, Dr.",5
42600,physician,F,1,physician,0.9994,0.3943,0.6051,"practices, medicine, affiliated, specializes, Disease.",5
30588,professor,F,0,professor,0.7106,0.6528,0.0578,"Iowa, MFA, holds, from, fiction,",5
40257,professor,F,0,professor,0.9989,0.9962,0.0027,"Dr., academia, federally, doctorate, WooleyâĢĻs",5
66822,accountant,M,16,accountant,0.998,0.9975,0.0005,"Finance., financial, positions, Wiltshire., Director",5
41479,physician,M,1,physician,0.9993,0.9429,0.0564,"Dr., affiliated, degree, medical, practicing",5
22425,accountant,M,16,accountant,0.9958,0.9777,0.0181,"Accountants., Accounts, Pennsylvania, Financial, member",5
11945,attorney,M,2,attorney,0.5404,0.3672,0.1732,"Chamber, Commerce., Walt, Kirkland, Liberia,",5
89703,attorney,F,2,attorney,0.9991,0.9991,-0.0,"law., practice, reinsurance, reinsurance, law.",5
85218,filmmaker,M,14,filmmaker,0.9868,0.9914,-0.0045,"film,, Festival., award, documentary,, feature",5
51511,composer,M,17,composer,0.9902,0.9899,0.0003,"composing,, mastering, producing,, mixing,, artists.",5
47791,software engineer,M,15,software engineer,0.6467,0.3055,0.3412,"development., engineering, Information, role, hosting",5
45238,attorney,M,2,attorney,0.9995,0.9972,0.0023,"represents, disputes., clientsâĢĻ, businesses, Estate",5
79600,filmmaker,M,14,filmmaker,0.9862,0.9943,-0.0081,"filmmaker, award-winning, films, director, directing",5
66457,professor,M,0,professor,0.9909,0.953,0.0379,"research, algorithms., musculoskeletal, include, (MRgFUS).",5
19907,physician,F,1,physician,0.9994,0.9993,0.0001,"Dr., practices, professional, credentials, M.D..",5
25606,psychologist,F,6,psychologist,0.9869,0.9903,-0.0034,"www.BikePsych.com., book, latest, available, longtime",5
46063,filmmaker,F,14,filmmaker,0.9946,0.9803,0.0144,"documentaries,, making, films, videos,, production",5
82848,attorney,M,2,attorney,0.9993,0.9991,0.0003,"AttorneyâĢĻs, Law, attorney, Attorney, Arizona.",5
57242,journalist,M,4,journalist,0.9968,0.3764,0.6204,"journalists, well., contact, attacks,, cut",5
29759,surgeon,M,9,surgeon,0.8775,0.4795,0.398,"surgery, surgery, surgery, Surgery,, surgery",5
28025,professor,F,0,professor,0.9993,0.9992,0.0,"Dr., research,, published, textbooks,, University",5
2878,nurse,F,5,nurse,0.9994,0.9938,0.0056,"NURSE, She, PRACTITIONER,, graduated, doctors",5
36532,dietitian,F,18,dietitian,0.9988,0.0651,0.9337,"DIETITIAN, PROFESSIONAL,, NUTRITION, REGISTERED, OR",5
94939,surgeon,M,9,surgeon,0.9983,0.9977,0.0006,"Dr., Dr., French., practice, Medicine",5
85031,photographer,F,3,photographer,0.9937,0.982,0.0118,"photographer, CindyâĢĻs, portraits, between, subject,",5
29515,photographer,M,3,photographer,0.9972,0.0159,0.9813,"photography., specialization, photography,, photography, ChildrenâĢĻs",5
60123,nurse,M,5,nurse,0.9647,0.0193,0.9454,"Nursing, 2006., Masters, Degree, of",5
87861,physician,M,1,physician,0.8219,0.3442,0.4777,"medical, degree, residence, Maulana, completed",5
7856,poet,M,13,poet,0.9918,0.9777,0.0141,"Poetry., poetry, competition,, Irish, Academy",5
6655,physician,M,1,physician,0.5079,0.3938,0.1141,"medical, Dr., Medical, Clinical, interests",5
85177,physician,F,1,physician,0.6644,0.3067,0.3577,"'Myelopathy, patients,, patients., Myelopathy, group",5
43831,professor,M,0,professor,0.9977,0.9938,0.0039,"PhD, directs, undergraduate, teaches, program",5
30012,dentist,M,8,dentist,0.9981,0.106,0.8921,"Dentists, patients,, CareDash, nationally., medical",5
56328,physician,M,1,physician,0.8493,0.5378,0.3115,"Medicine,, experience, extensive, examiner., is",5
29403,professor,F,0,professor,0.8892,0.7149,0.1743,"Vice-President, also, Division., authored, Director",5
95197,photographer,M,3,photographer,0.9944,0.9569,0.0376,"photographs, photographs, photography, working, 2007,",5
89401,professor,M,0,professor,0.9989,0.9983,0.0006,"African-American, Theory,, history,, (University, published",5
51435,professor,M,0,professor,0.9992,0.9972,0.002,"systems., computational, research, Computing,, MIT",5
52937,psychologist,M,6,psychologist,0.9985,0.9979,0.0007,"management,, stress, depression,, areas, patients.",5
29236,professor,M,0,professor,0.999,0.999,0.0,"University., undergraduates, faculty,, specializes, Massachusetts.",5
34825,dentist,M,8,dentist,0.99,0.9597,0.0303,"Dr., Dr., practising, Clinic, Lybrate.com.",5
78327,attorney,M,2,attorney,0.9966,0.2589,0.7377,"law, school, while, served, years.",5
93723,professor,M,0,professor,0.9974,0.8736,0.1238,"research, studies, currently, behavior, emphasis",5
75691,professor,M,0,professor,0.9903,0.9679,0.0224,"doctoral, University, directs, Texas, joined",5
92636,physician,F,1,physician,0.9966,0.9951,0.0015,"practices, completed, Medicine, Singapore., Medicine",5
31199,dentist,F,8,dentist,0.9982,0.9982,-0.0001,"Dentistry., Dr., Maxillofacial, include, specialties",5
38464,professor,F,0,professor,0.4193,0.1595,0.2598,"fundamentally, also, member, perspective, NYSAPE",5
50763,software engineer,M,15,software engineer,0.9767,0.9712,0.0054,"kernel., subsystems,, bus1., DRM, layer",5
18312,physician,F,1,physician,0.647,0.4785,0.1685,"practice, NPI, #1255510053, Ms., 616-8200.",5
71970,professor,M,0,professor,0.9139,0.6889,0.225,"individualized, cost-effectiveness, research, research, primarily",5
78380,professor,M,0,professor,0.9949,0.9676,0.0273,"genomics, genetic, tree, management, problems.",5
60161,journalist,F,4,journalist,0.9978,0.9978,-0.0,"journalism., graduated, project., civic, UniversityâĢĻs",5
82402,professor,M,0,professor,0.9988,0.9988,0.0,"Ph.D., Molecular, interests, âĢľVECTORâĢĿ, appointed",5
14691,poet,M,13,poet,0.9771,0.9895,-0.0125,"poems, recordings, released, his, published",5
91561,teacher,F,7,teacher,0.7809,0.4683,0.3126,"Teacher, Dr., very, passionate, education.",5
6664,photographer,M,3,photographer,0.9947,0.8944,0.1003,"documents, eye, sites, fresh, order",5
13852,professor,F,0,professor,0.9994,0.9985,0.0008,"holds, PhD, fromSirindhornInternational, research, University,",5
84153,psychologist,F,6,psychologist,0.9958,0.0145,0.9813,"Psychotherapy, Counselling, Integrative, Centre., Analysis",5
52651,surgeon,M,9,surgeon,0.8492,0.0006,0.8486,"Ophthalmology, Professor, Associate, Clinical, at",5
22417,professor,M,0,professor,0.9993,0.9991,0.0002,"Professor, Studies., AndradeâĢĻs, PhD, Professor",5
84895,professor,F,0,professor,0.9284,0.9692,-0.0407,"Ph.D., Dr., fellowship, University, post-doctoral",5
11717,attorney,M,2,attorney,0.9993,0.9983,0.001,"judicial., clients, Firm,, law, accidents.",5
59641,nurse,F,5,nurse,0.9972,0.003,0.9942,"nursing, Health, Lehman, the, studied",5
52246,professor,M,0,professor,0.9966,0.9079,0.0887,"human-machine, research, large-scale, scientific, interactions",5
94896,professor,M,0,professor,0.6579,0.0023,0.6556,"Otolaryngology, residency, Otolaryngology, (Head, training",5
39234,professor,F,0,professor,0.9983,0.9979,0.0005,"(http://cinej.pitt.edu)., (www.breaking-the-stereotype2009-2010.over-blog.org), director, (http://the-images-project.weebly.com/)., member",5
78969,teacher,F,7,teacher,0.9685,0.9917,-0.0232,"teacher, instruction., College., learning, student",5
86259,psychologist,F,6,psychologist,0.5136,0.0193,0.4943,"field., parents., imprisoned, includes, Prisoners",5
85634,architect,M,10,architect,0.9967,0.1076,0.8891,"Advanced, Architecture, Architecture, degree, Advanced",5
82926,professor,F,0,professor,0.828,0.1085,0.7195,"role, Faculty, Dr., faculty, program",5
32501,professor,F,0,professor,0.999,0.9969,0.002,"teaches, courses, research, Dr., in",5
34205,poet,F,13,poet,0.9875,0.9892,-0.0018,"poetry, Ghosts., collections, poetry, poet",5
65797,journalist,M,4,journalist,0.9825,0.0277,0.9548,"covered, coup, Award, received, News",5
58689,photographer,M,3,photographer,0.9971,0.9967,0.0004,"photography, commercial, camera., images., loves",5
86967,journalist,M,4,journalist,0.9865,0.9467,0.0397,"BBC, News., editor, correspondent, decade",5
86329,physician,F,1,physician,0.7213,0.0256,0.6957,"practices, Maja, professional, Berkeley,, credentials",5
26151,professor,F,0,professor,0.9951,0.7798,0.2153,"PhD, received, (Italy), at, University",5
60167,nurse,F,5,nurse,0.9994,0.9874,0.012,"NURSE, doctors, She, Deborah, PRACTITIONER,",5
25483,software engineer,M,15,software engineer,0.5226,0.7685,-0.2459,"seconds., far., working, enjoys, on",5
23270,nurse,F,5,nurse,0.9873,0.9962,-0.0089,"Nurses., nurse, Her, worked, member",5
52297,physician,M,1,physician,0.9994,0.784,0.2155,"practices, medicine, Mr., Surgery., affiliated",5
6860,nurse,F,5,nurse,0.9994,0.9942,0.0052,"NURSE, graduated, She, Medical, Medical",5
199,professor,F,0,professor,0.9938,0.2788,0.715,"examines, research, Organizational, Journal, published",5
76157,nurse,F,5,nurse,0.9925,0.0048,0.9877,"nurse), remembrance, families., she, future",5
7540,professor,F,0,professor,0.9993,0.9992,0.0001,"research, PhD, published, interests, Anthropology,",5
3207,physician,M,1,physician,0.9944,0.9975,-0.0031,"Dr., Medical, Medical, (pneumothorax),, Cross/Blue",5
38122,physician,M,1,physician,0.9995,0.9941,0.0053,"practices, Mr., affiliated, medicine, Monteleone",5
53129,nurse,M,5,nurse,0.9935,0.0094,0.9842,"Nurses, Healthcare, Allied, BGS, Professionals",5
72555,professor,M,0,professor,0.9995,0.9979,0.0017,"faculty, joining, Engineering,, Physics, to",5
72583,architect,M,10,architect,0.9888,0.9788,0.01,"http://twitter.com/vcdx001., VMware, Certified, vSphere, VMware",5
79884,physician,F,1,physician,0.9994,0.9886,0.0108,"practices, Pediatrics., affiliated, medicine, Ms.",5
76575,teacher,M,7,teacher,0.9895,0.0959,0.8936,"MidSchoolMath, Conference., enjoys, meetings, He",5
83665,attorney,F,2,attorney,0.9994,0.9993,0.0001,"clients, litigation., representing, reached, legal",5
10587,composer,F,17,composer,0.9801,0.9464,0.0337,"compositions, CoreenâĢĻs, performed, choral, She",5
47866,nurse,F,5,nurse,0.9994,0.9893,0.0101,"NURSE, She, Medical, graduated, appointment.",5
313,professor,M,0,professor,0.9994,0.9976,0.0018,"fellowships, postdoctoral, focus, PhD, received",5
87658,teacher,F,7,teacher,0.2935,0.0285,0.265,"Nintendo, she, is, been, She",5
527,professor,F,0,professor,0.9995,0.9993,0.0002,"PhD, Taiwan., Kinesiology, University,, teaching",5
27434,professor,F,0,professor,0.9993,0.9948,0.0044,"sociology,, research, intersection, sociology, studies,",5
10082,professor,F,0,professor,0.8813,0.6896,0.1917,"Ph.D, M.D., University., Faculty, her",5
75175,physician,M,1,physician,0.9994,0.9882,0.0112,"practicing, degree, affiliated, Medicine., College",5
86883,dentist,M,8,dentist,0.6144,0.3215,0.2929,"patients., Cross/Blue, Dr., insurance, Shield,",5
70995,professor,F,0,professor,0.991,0.8448,0.1462,"research, focuses, Research, co-author,, alcohol-related",5
37066,attorney,M,2,attorney,0.9992,0.2982,0.701,"Bar, practice, accolades, Association, Athens-Clarke",5
75949,teacher,M,7,teacher,0.9971,0.996,0.0011,"Teacher, teaching, students., Year,, State",5
78990,software engineer,M,15,software engineer,0.9418,0.9288,0.0129,"browsers., applications., WebAssembly, project., goal",5
82304,dentist,M,8,dentist,0.9834,0.9423,0.0411,"Dr., appointment, Book, Hospital, Giridhar@Brookefield",5
5058,professor,M,0,professor,0.9992,0.9991,0.0002,"research, funded, activity., physical, interest",5
57502,psychologist,F,6,psychologist,0.734,0.1538,0.5803,"interviewed, fathers, She, mothers,, disagreement",5
41823,model,F,12,model,0.9979,0.9478,0.0501,"Playboy's, selected, She, be, she",5
28206,attorney,F,2,attorney,0.9978,0.9958,0.0019,"Counsel, law, Law, Prior, Office",5
39579,professor,F,0,professor,0.9987,0.9985,0.0002,"populations, research, graduate, serves, culturally",5
69270,physician,M,1,physician,0.9509,0.9661,-0.0152,"Medical, Dr., He, medical, Cross/Blue",5
61835,professor,F,0,professor,0.9995,0.9994,0.0,"studies, field., Schumacher, Dr., rainfall",5
62639,journalist,M,4,journalist,0.9928,0.9828,0.0099,"Journalism., Journalist, UniversityâĢĻs, CurrentâĢĻs, currently",5
93365,professor,M,0,professor,0.9991,0.9968,0.0023,"research, co-editor, Studies,, networks, Networks,",5
16315,professor,F,0,professor,0.982,0.4627,0.5194,"visiting, fellow, fellow, visiting, research",5
57070,professor,F,0,professor,0.9929,0.0404,0.9525,"teaches, Management, Department, membership, Systems,",5
57612,professor,F,0,professor,0.9963,0.994,0.0023,"research, focuses, on, coordinator,, development",5
47862,photographer,F,3,photographer,0.9959,0.0095,0.9864,"photographs, interests, photography, FranâĢĻs, Many",5
5869,professor,M,0,professor,0.9992,0.9964,0.0028,"Prior, Center., joining, University,, Research",5
79826,photographer,M,3,photographer,0.9967,0.9967,-0.0001,"photography., lens, capture, camera,, passion",5
16505,professor,F,0,professor,0.9977,0.995,0.0026,"published, journals, Studies, pre-revolutionary, 2011Publisher:Palgrave",5
55992,attorney,M,2,attorney,0.4948,0.0006,0.4941,"Law, of, Society, law, Regole.",5
39707,nurse,F,5,nurse,0.9915,0.9935,-0.002,"C.N.A., health, Prior, she, Senior",5
82386,architect,F,10,architect,0.9523,0.0147,0.9377,"Architects, Architectural, Board, secretary, of",5
31942,dentist,F,8,dentist,0.9304,0.0067,0.9237,"Dental-, Dr., Dental, practices, Preeti",5
14518,photographer,F,3,photographer,0.998,0.9936,0.0044,"photography, shoot,, trademark., captures, aesthetic",5
6952,professor,M,0,professor,0.9945,0.9753,0.0192,"PhD, algorithms., research, Carnegie, For",5
29369,professor,F,0,professor,0.998,0.8523,0.1457,"faculty, construction., faculty, construction, design.",5
56991,professor,F,0,professor,0.9957,0.9889,0.0069,"examines, consumer-directed, patientsâĢĻ, PhD, disparities,",5
45248,professor,M,0,professor,0.7665,0.3784,0.3882,"Ph.D., postdoctoral, weight-related, researcher, Dr.",5
44868,physician,M,1,physician,0.9989,0.7152,0.2837,"PHYSICIAN, practices, credentials, professional, No.",5
89093,professor,M,0,professor,0.8903,0.0915,0.7989,"Eloquence,, Harper's,, author, Books,, and",5
91091,professor,M,0,professor,0.9925,0.9709,0.0216,"engages, Architecture, Iowa, focuses, teaching",5
27303,attorney,F,2,attorney,0.9994,0.9968,0.0027,"courts, representing, federal, Compliance., She",5
53371,professor,M,0,professor,0.9988,0.9936,0.0052,"PhD, Economics, research, papers, School",5
26474,surgeon,M,9,surgeon,0.9814,0.9884,-0.007,"Dr., surgeries, procedures., shoulders, invasive",5
40556,professor,M,0,professor,0.9981,0.9934,0.0047,"professor, assistant, Hadron, Collider, boson",5
56089,nurse,F,5,nurse,0.9601,0.4639,0.4962,"nurse, nurse, Sharon, nurse, staff",5
47268,attorney,F,2,attorney,0.9989,0.649,0.3499,"represents, Court., cases, domestic, order",5
89046,psychologist,F,6,psychologist,0.9988,0.9988,0.0,"PSYCHOLOGIST,, experiences,, diverse, CLINICAL, specialists",5
40636,professor,F,0,professor,0.9982,0.9929,0.0052,"teaches, PhD, University, sixteenth-century, tutors.",5
4183,journalist,F,4,journalist,0.9584,0.9315,0.0269,"programs., news, MSNBC,, Times, York",5
74029,professor,M,0,professor,0.9989,0.9875,0.0114,"researches, research,, ActiveHistory.ca, addition, editor",5
36066,journalist,M,4,journalist,0.9824,0.7831,0.1992,"covered, News, Chicago, Daily, defunct",5
14092,professor,M,0,professor,0.9949,0.7803,0.2146,"research, interests, school, trained, DIBELS.",5
5715,painter,M,11,painter,0.996,0.9891,0.0069,"paintings, paintings,, palette,, lacquer,, predominantly",5
33429,professor,M,0,professor,0.99,0.6848,0.3052,"Ph.D, Linguistics,, language-related, taught, Tehran",5
67912,physician,M,1,physician,0.974,0.9721,0.0019,"patients., welcomes, training, Hospital., Dr.",5
2076,professor,F,0,professor,0.9914,0.9943,-0.0028,"methodology., Teaching,, published, education,, founders",5
