id,profession,gender,pred_class_idx,pred_label,pred_prob_original,pred_prob_erased,faithfulness,tokens_erased,n_tokens_erased
79286,nurse,F,5,nurse,0.9933,0.7982,0.195,"nursing, nurse, nurse, instructor, university",5
43044,photographer,F,3,photographer,0.9745,0.1737,0.8008,"capturing, small, happiness, keen, afghan",5
79135,professor,F,0,professor,0.9987,0.9735,0.0252,"doctorate, tulane, ethics, philosophy, wheaton",5
17636,professor,M,0,professor,0.9982,0.9983,-0.0001,"university, dr, university, lab, director",5
54221,poet,M,13,poet,0.9586,0.6139,0.3446,"poets, writer, literature, foremost, autobiographer",5
73575,photographer,M,3,photographer,0.9904,0.0309,0.9594,"photographs, director, magazines, campaigns, ad",5
13578,journalist,M,4,journalist,0.9155,0.291,0.6244,"newspapers, news, magazines, publishes, based",5
5448,professor,F,0,professor,0.9952,0.9729,0.0224,"researcher, organization, behavior, questions, an",5
80601,architect,M,10,architect,0.9951,0.988,0.0071,"architect, architects, architectural, international, design",5
43877,nurse,F,5,nurse,0.9715,0.8828,0.0887,"health, promotion, of, diagnosis, disease",5
44557,professor,M,0,professor,0.9997,0.9997,-0.0,"university, to, professor, completed, microeconomics",5
61558,software engineer,M,15,software engineer,0.7212,0.2044,0.5167,"software, engineering, experience, masters, degree",5
12480,professor,M,0,professor,0.9892,0.8694,0.1198,"areas, work, coordinator, teri, faculty",5
37372,dentist,F,8,dentist,0.9779,0.5921,0.3858,"dental, surgery, dr, especially, choice",5
48225,surgeon,F,9,surgeon,0.6069,0.0121,0.5948,"medical, surgery, medicine, medicine, undergraduate",5
35423,composer,F,17,composer,0.7237,0.0631,0.6606,"composers, works, ensemble, ensembles, symphony",5
4598,teacher,M,7,teacher,0.992,0.4632,0.5288,"teacher, ratemyteachers, average, rated, walsh",5
76006,journalist,F,4,journalist,0.9816,0.9122,0.0694,"work, sunday, guardian, five, author",5
52486,physician,F,1,physician,0.9987,0.6013,0.3974,"md, 1093920274, alabama, 26062, professional",5
702,professor,M,0,professor,0.9945,0.7681,0.2264,"published, fellow, college, cardiology, chicago",5
71994,journalist,F,4,journalist,0.9912,0.9825,0.0087,"publications, indian, news, mainstream, has",5
29015,attorney,F,2,attorney,0.9985,0.9985,-0.0,"law, counsel, department, 2014, in",5
93020,professor,M,0,professor,0.9996,0.9996,0.0,"research, phd, electrophysiological, biomolecular, concentrates",5
24289,professor,F,0,professor,0.999,0.9876,0.0114,"grant, faculty, postdoctoral, 2008, biophysics",5
85541,professor,F,0,professor,0.996,0.996,-0.0,"scholar, scholar, scholarly, fulbright, programs",5
42719,professor,M,0,professor,0.9979,0.8618,0.136,"doctorate, sociolinguistics, linguistics, received, university",5
50174,architect,F,10,architect,0.9915,0.2822,0.7093,"architecture, architecture, documenting, practice, architects",5
14729,psychologist,M,6,psychologist,0.9203,0.1073,0.8131,"psychopathology, interventions, evaluated, developmental, teaches",5
84291,physician,M,1,physician,0.8304,0.1867,0.6437,"professor, medical, member, at, clinical",5
11815,journalist,F,4,journalist,0.9511,0.8007,0.1505,"columns, who, com, published, news",5
65795,professor,F,0,professor,0.9982,0.9965,0.0017,"minnesota, research, university, organization, university",5
70364,professor,F,0,professor,0.9653,0.7753,0.19,"research, interests, the, engineering, the",5
22347,journalist,F,4,journalist,0.9834,0.2879,0.6955,"football, media, cover, australian, rules",5
39122,professor,F,0,professor,0.9627,0.8234,0.1393,"research, lecturer, courtauld, at, the",5
31046,model,F,12,model,0.9988,0.6896,0.3091,"modeling, professionalism, photoshoots, fashion, commitment",5
33201,professor,F,0,professor,0.9962,0.9944,0.0018,"dr, research, areas, of, program",5
34406,physician,M,1,physician,0.8847,0.9466,-0.0619,"hospital, harrell, graduate, dr, dr",5
74946,professor,M,0,professor,0.9418,0.0341,0.9078,"community, services, criminal, system, include",5
84715,architect,F,10,architect,0.9873,0.009,0.9783,"architect, the, london, at, been",5
11351,painter,M,11,painter,0.9002,0.0275,0.8727,"exhibition, studio, art, flat, projects",5
436,physician,M,1,physician,0.988,0.9888,-0.0008,"medicine, dr, catheterization, saporito, medicine",5
6302,nurse,M,5,nurse,0.437,0.2836,0.1535,"clinic, romeo, 2002, there, cared",5
72269,physician,M,1,physician,0.5921,0.2196,0.3725,"medicine, medical, family, university, program",5
24338,journalist,F,4,journalist,0.991,0.8616,0.1294,"journalist, covering, economist, bbc, print",5
55848,dentist,M,8,dentist,0.9705,0.8416,0.1289,"dr, patients, gave, choice, shield",5
79663,journalist,F,4,journalist,0.5575,0.5362,0.0212,"book, published, elephants, india, broken",5
50546,nurse,F,5,nurse,0.8814,0.0238,0.8576,"nursing, geriatric, clinical, in, past",5
19540,physician,M,1,physician,0.859,0.7188,0.1402,"medical, medicine, dr, patients, rating",5
30143,professor,M,0,professor,0.9971,0.4296,0.5675,"previously, university, mailman, consultant, mfa",5
88326,professor,F,0,professor,0.8769,0.1634,0.7135,"focuses, research, research, nursing, students",5
42175,professor,F,0,professor,0.9989,0.9978,0.0011,"research, ethnographic, ethnography, diaspora, research",5
16410,nurse,F,5,nurse,0.9994,0.8535,0.1459,"nurse, in, practitioner, clinic, honors",5
16813,accountant,F,16,accountant,0.8197,0.0003,0.8194,"accounts, wisconsin, receivables, aged, payments",5
2321,architect,F,10,architect,0.9481,0.721,0.2271,"global, implementations, tech, sap, automotive",5
61142,physician,F,1,physician,0.9157,0.8855,0.0302,"medicine, at, medicine, hospital, studied",5
52916,attorney,M,2,attorney,0.9971,0.9985,-0.0014,"counsel, practice, courts, law, representing",5
53976,professor,M,0,professor,0.9905,0.131,0.8595,"faculty, dr, program, missouri, education",5
51899,photographer,F,3,photographer,0.9962,0.7254,0.2708,"photo, subjects, attempted, fame, portray",5
47145,surgeon,M,9,surgeon,0.5774,0.5003,0.0771,"surgery, fields, intraoperative, spine, surgery",5
75696,professor,M,0,professor,0.6649,0.7555,-0.0906,"professor, research, department, an, dayton",5
94259,professor,M,0,professor,0.9991,0.9988,0.0003,"published, university, journals, journal, rhetoric",5
46960,journalist,M,4,journalist,0.9948,0.9921,0.0027,"reported, publications, from, marlo, brazil",5
93000,attorney,M,2,attorney,0.99,0.9975,-0.0075,"law, bar, law, practiced, bar",5
46505,professor,M,0,professor,0.9985,0.9968,0.0017,"multidisciplinary, developing, currently, lab, postdoctoral",5
68349,physician,F,1,physician,0.9441,0.9692,-0.0251,"dr, medicine, health, dr, affiliations",5
42600,physician,F,1,physician,0.9992,0.9454,0.0538,"medicine, practices, charleston, disease, specializes",5
30588,professor,F,0,professor,0.9967,0.9933,0.0034,"mfa, journalism, fellowship, appeared, iowa",5
40257,professor,F,0,professor,0.9986,0.5911,0.4075,"doctorate, dr, dyslipidemia, pharmacy, dr",5
66822,accountant,M,16,accountant,0.9969,0.6725,0.3244,"financial, positions, senior, regional, finance",5
41479,physician,M,1,physician,0.998,0.974,0.024,"hospital, medical, dr, degree, southside",5
22425,accountant,M,16,accountant,0.9933,0.0129,0.9804,"accountants, accounts, member, financial, public",5
11945,attorney,M,2,attorney,0.5095,0.3306,0.1788,"attain, board, officio, commerce, foundation",5
89703,attorney,F,2,attorney,0.9985,0.9982,0.0002,"matters, reinsurance, reinsurance, insurance, experience",5
85218,filmmaker,M,14,filmmaker,0.9906,0.987,0.0036,"film, film, feature, tribeca, first",5
51511,composer,M,17,composer,0.9954,0.9723,0.0231,"composing, bands, mastering, producing, years",5
47791,software engineer,M,15,software engineer,0.8929,0.5053,0.3876,"intel, web, variety, engineering, of",5
45238,attorney,M,2,attorney,0.9992,0.9833,0.0158,"represents, businesses, clients, disputes, estate",5
79600,filmmaker,M,14,filmmaker,0.9773,0.9809,-0.0036,"filmmaker, film, film, documentary, films",5
66457,professor,M,0,professor,0.9814,0.5667,0.4147,"research, dr, musculoskeletal, interests, include",5
19907,physician,F,1,physician,0.9992,0.9966,0.0026,"1821027434, 0101233200, dr, license, virginia",5
25606,journalist,F,4,journalist,0.4444,0.1532,0.2912,"book, bikepsych, lives, rides, biker",5
46063,filmmaker,F,14,filmmaker,0.9883,0.9736,0.0147,"films, documentaries, been, videos, films",5
82848,attorney,M,2,attorney,0.9988,0.9991,-0.0003,"attorney, sandra, prosecuting, prosecutor, attorney",5
57242,journalist,M,4,journalist,0.9945,0.314,0.6805,"journalists, other, contact, keep, surprise",5
29759,surgeon,M,9,surgeon,0.9758,0.1287,0.8472,"surgery, surgery, of, medical, plastic",5
28025,professor,F,0,professor,0.9989,0.9967,0.0021,"doctorate, university, communication, earned, critical",5
2878,nurse,F,5,nurse,0.9995,0.5464,0.453,"nurse, hospital, in, doctors, honors",5
36532,dietitian,F,18,dietitian,0.9972,0.002,0.9951,"dietitian, registered, nutrition, doctors, or",5
94939,surgeon,M,9,surgeon,0.9978,0.0445,0.9532,"practice, graduated, dr, practices, residency",5
85031,photographer,F,3,photographer,0.996,0.4944,0.5016,"photographer, portraiture, subject, portraits, the",5
29515,photographer,M,3,photographer,0.9944,0.0295,0.9649,"photography, photography, photography, at, tibetan",5
60123,nurse,M,5,nurse,0.9744,0.4572,0.5172,"nursing, and, masters, australian, presented",5
87861,physician,M,1,physician,0.6755,0.2771,0.3984,"degree, medical, medical, st, college",5
7856,poet,M,13,poet,0.9906,0.4807,0.51,"poetry, writing, poetry, writing, european",5
6655,surgeon,M,9,surgeon,0.6219,0.1012,0.5206,"dr, aneurysm, medical, weill, hospital",5
85177,physician,F,1,physician,0.4983,0.0262,0.472,"blog, patients, group, myelopathy, org",5
43831,professor,M,0,professor,0.9981,0.998,0.0001,"dr, undergraduate, phd, the, human",5
30012,dentist,M,8,dentist,0.9978,0.3785,0.6193,"dentists, medical, dn19353, of, and",5
56328,physician,M,1,physician,0.6355,0.1104,0.5251,"medicine, physical, rehabilitation, examiner, medicine",5
29403,professor,F,0,professor,0.8455,0.8004,0.045,"research, oncoplastic, interests, research, papers",5
95197,photographer,M,3,photographer,0.9903,0.9025,0.0878,"photographs, photographs, photography, working, from",5
89401,professor,M,0,professor,0.9988,0.9983,0.0005,"university, press, studies, published, taught",5
51435,professor,M,0,professor,0.9988,0.9985,0.0004,"mit, research, primary, are, computational",5
52937,psychologist,M,6,psychologist,0.9961,0.863,0.1331,"following, depression, dr, management, stress",5
29236,professor,M,0,professor,0.999,0.0074,0.9916,"faculty, university, programming, specializes, undergraduates",5
34825,dentist,M,8,dentist,0.9784,0.2845,0.6939,"lybrate, practising, mumbai, dr, mumbai",5
78327,attorney,M,2,attorney,0.9854,0.1539,0.8315,"law, school, university, attending, of",5
93723,professor,M,0,professor,0.9921,0.9916,0.0005,"research, british, interest, has, economic",5
75691,professor,M,0,professor,0.9899,0.9623,0.0277,"doctoral, faculty, received, dr, research",5
92636,physician,F,1,physician,0.9255,0.7625,0.163,"medicine, medicine, practices, medicine, bachelor",5
31199,dentist,F,8,dentist,0.9963,0.0286,0.9678,"dr, maxillofacial, dentistry, oral, specialties",5
38464,teacher,F,7,teacher,0.6635,0.2328,0.4307,"educators, educators, education, childhood, department",5
50763,software engineer,M,15,software engineer,0.9405,0.8297,0.1107,"projects, subsystems, bluetooth, hacking, kernel",5
18312,physician,F,1,physician,0.6414,0.5803,0.0611,"practice, dolstein, dolstein, registry, 1255510053",5
71970,professor,M,0,professor,0.9614,0.6768,0.2846,"research, evaluating, include, research, effectiveness",5
78380,professor,M,0,professor,0.801,0.5934,0.2076,"genomics, currently, in, improvement, is",5
60161,journalist,F,4,journalist,0.9938,0.2163,0.7776,"journalism, articles, of, school, worked",5
82402,professor,M,0,professor,0.9881,0.996,-0.0079,"professor, novosibirsk, academic, to, research",5
14691,poet,M,13,poet,0.9584,0.0022,0.9562,"poems, poetry, delinquent, released, published",5
91561,professor,F,0,professor,0.9663,0.1178,0.8485,"doctorate, dr, maharoof, publications, scientific",5
6664,photographer,M,3,photographer,0.992,0.285,0.707,"documents, subjects, of, bruce, elements",5
13852,professor,F,0,professor,0.9991,0.994,0.005,"phd, research, engineering, wisconsin, industrial",5
84153,psychologist,F,6,psychologist,0.9885,0.0129,0.9757,"psychotherapy, counselling, transactional, working, centre",5
52651,surgeon,M,9,surgeon,0.4747,0.0001,0.4747,"ophthalmology, the, ophthalmic, clinical, associate",5
22417,professor,M,0,professor,0.9991,0.9982,0.0009,"research, phd, journals, journal, research",5
84895,professor,F,0,professor,0.9861,0.9113,0.0748,"fellowship, doctoral, akers, specialization, behavior",5
11717,attorney,M,2,attorney,0.9986,0.9955,0.0032,"firm, law, texas, law, clients",5
59641,nurse,F,5,nurse,0.989,0.0161,0.9728,"nursing, health, at, the, studied",5
52246,professor,M,0,professor,0.9886,0.8674,0.1212,"research, scientific, focuses, machine, human",5
94896,professor,M,0,professor,0.5301,0.0138,0.5163,"otolaryngology, chicago, otolaryngology, is, training",5
39234,professor,F,0,professor,0.98,0.6916,0.2885,"edu, director, the, project, stereotypes",5
78969,teacher,F,7,teacher,0.7373,0.6875,0.0498,"teachers, degree, teacher, college, instructor",5
86259,psychologist,F,6,psychologist,0.4691,0.2223,0.2468,"raising, children, awareness, parents, field",5
85634,architect,M,10,architect,0.9946,0.1919,0.8027,"architecture, architecture, advanced, ricardo, master",5
82926,professor,F,0,professor,0.861,0.6664,0.1946,"faculty, chair, faculty, dr, development",5
32501,professor,F,0,professor,0.9987,0.9986,0.0001,"focuses, teaches, research, frattaroli, courses",5
34205,poet,F,13,poet,0.9847,0.9859,-0.0012,"poetry, poetry, poet, poetry, writing",5
65797,journalist,M,4,journalist,0.9496,0.6152,0.3344,"tunisian, bahraini, news, revolutions, award",5
58689,photographer,M,3,photographer,0.9929,0.5262,0.4666,"photography, camera, camera, bloody, work",5
86967,journalist,M,4,journalist,0.9883,0.8949,0.0934,"bbc, editor, correspondent, news, who",5
86329,nurse,F,5,nurse,0.6079,0.7631,-0.1552,"california, berkeley, 1003008780, practices, maja",5
26151,professor,F,0,professor,0.9965,0.3278,0.6687,"phd, the, dissertation, italy, works",5
60167,nurse,F,5,nurse,0.9992,0.2781,0.7212,"nurse, hospitals, in, especially, experiences",5
25483,teacher,M,7,teacher,0.5847,0.2899,0.2949,"puzzles, puzzles, erich, playing, games",5
23270,nurse,F,5,nurse,0.9851,0.6206,0.3644,"nurse, nurses, registered, worked, australia",5
52297,physician,M,1,physician,0.9995,0.984,0.0155,"medicine, practices, orthopaedic, dasnoit, dasnoit",5
6860,nurse,F,5,nurse,0.9994,0.8151,0.1844,"nurse, hospitals, in, honors, especially",5
199,professor,F,0,professor,0.9969,0.9679,0.029,"research, examines, journal, social, applied",5
76157,photographer,F,3,photographer,0.9361,0.0011,0.935,"photo, projects, photo, many, jen",5
7540,professor,F,0,professor,0.999,0.9977,0.0013,"phd, university, university, research, diaspora",5
3207,physician,M,1,physician,0.962,0.9647,-0.0028,"physician, lung, hospital, medical, medical",5
38122,physician,M,1,physician,0.9996,0.9617,0.0379,"medicine, dermatology, monteleone, medical, monteleone",5
53129,nurse,M,5,nurse,0.9696,0.0824,0.8872,"nurses, bgs, healthcare, and, allied",5
72555,professor,M,0,professor,0.9996,0.9994,0.0002,"faculty, the, the, at, prior",5
72583,architect,M,10,architect,0.9566,0.4075,0.5491,"computing, cloud, for, design, vmware",5
79884,physician,F,1,physician,0.9994,0.1191,0.8803,"medicine, pediatrics, practices, pa, hospital",5
76575,teacher,M,7,teacher,0.7773,0.7996,-0.0223,"the, meetings, conference, annual, listening",5
83665,attorney,F,2,attorney,0.999,0.9982,0.0008,"law, firm, representing, litigation, clients",5
10587,composer,F,17,composer,0.9765,0.2896,0.6869,"compositions, conductor, conducting, music, music",5
47866,nurse,F,5,nurse,0.9994,0.22,0.7794,"nurse, in, medical, 1996, doctors",5
313,professor,M,0,professor,0.9994,0.999,0.0003,"phd, research, fellowships, redmond, strahlenchemie",5
87658,software engineer,F,15,software engineer,0.4173,0.0209,0.3964,"nintendo, any, game, company, toru",5
527,professor,F,0,professor,0.9992,0.9954,0.0038,"phd, university, teaching, university, kinesiology",5
27434,professor,F,0,professor,0.9994,0.9988,0.0005,"book, research, sociology, manuscript, ethnographic",5
10082,professor,F,0,professor,0.9515,0.7014,0.2501,"faculty, master, university, received, davila",5
75175,physician,M,1,physician,0.9982,0.9813,0.0169,"medical, affiliated, degree, medicine, practicing",5
86883,surgeon,M,9,surgeon,0.4465,0.0585,0.3881,"dr, medical, trained, medical, residency",5
70995,professor,F,0,professor,0.9898,0.9049,0.0849,"focuses, research, related, alabama, university",5
37066,attorney,M,2,attorney,0.9986,0.704,0.2946,"bar, association, posts, practice, athens",5
75949,teacher,M,7,teacher,0.9934,0.0634,0.9301,"students, teaching, teacher, certification, earned",5
78990,software engineer,M,15,software engineer,0.6209,0.8306,-0.2097,"applications, efficient, solutions, platforms, browsers",5
82304,dentist,M,8,dentist,0.9676,0.028,0.9396,"lybrate, associated, com, dr, appointment",5
5058,professor,M,0,professor,0.9992,0.9991,0.0001,"research, research, scholarly, journals, group",5
57502,journalist,F,4,journalist,0.3623,0.0332,0.3292,"children, interviewed, mothers, found, the",5
41823,model,F,12,model,0.9957,0.1072,0.8885,"playboy, playmate, playmate, selected, was",5
28206,attorney,F,2,attorney,0.9772,0.9735,0.0037,"law, counsel, bachelor, college, joining",5
39579,professor,F,0,professor,0.9977,0.9943,0.0034,"research, acuff, scholarship, chair, undergraduate",5
69270,physician,M,1,physician,0.9905,0.6169,0.3736,"medical, dr, affiliated, medicine, carriers",5
61835,professor,F,0,professor,0.9996,0.9989,0.0007,"meteorologist, research, dr, studies, university",5
62639,journalist,M,4,journalist,0.9602,0.0287,0.9315,"journalist, journalism, professor, currently, assistant",5
93365,professor,M,0,professor,0.9982,0.9241,0.0742,"studies, research, journal, on, networks",5
16315,professor,F,0,professor,0.973,0.2876,0.6854,"research, fellow, at, visiting, research",5
57070,professor,F,0,professor,0.9969,0.9772,0.0197,"department, teaches, data, manages, information",5
57612,professor,F,0,professor,0.9967,0.063,0.9338,"research, focuses, higher, the, reading",5
47862,photographer,F,3,photographer,0.9904,0.0204,0.97,"photography, photographs, interests, historic, texture",5
5869,professor,M,0,professor,0.9989,0.9969,0.002,"phd, science, computer, university, doctoral",5
79826,photographer,M,3,photographer,0.9923,0.066,0.9263,"photography, camera, lens, career, works",5
16505,professor,F,0,professor,0.9983,0.9933,0.0049,"palgrave, essays, published, 9780230109551look, studies",5
55992,professor,M,0,professor,0.9504,0.0972,0.8532,"editorial, economics, concorrenza, cerm, member",5
39707,nurse,F,5,nurse,0.8243,0.5646,0.2597,"clementine, helping, prior, helpers, joining",5
82386,architect,F,10,architect,0.993,0.0243,0.9687,"architectural, architects, board, association, honorary",5
31942,dentist,F,8,dentist,0.865,0.8611,0.0039,"dental, dental, dr, johnson, preeti",5
14518,photographer,F,3,photographer,0.9969,0.9831,0.0138,"photography, shoot, work, conceptual, with",5
6952,professor,M,0,professor,0.9948,0.7945,0.2004,"research, carnegie, mellon, university, algorithms",5
29369,professor,F,0,professor,0.9984,0.9867,0.0118,"dissertations, university, faculty, faculty, academia",5
56991,professor,F,0,professor,0.9978,0.7154,0.2824,"work, examines, current, phd, ethnic",5
45248,professor,M,0,professor,0.6589,0.5674,0.0915,"articles, fellowship, university, primary, postdoctoral",5
44868,physician,M,1,physician,0.9673,0.3557,0.6116,"physician, bountiful, license, 1255366696, the",5
89093,professor,M,0,professor,0.6489,0.1557,0.4933,"eloquence, review, harper, books, essays",5
91091,professor,M,0,professor,0.9954,0.6639,0.3315,"focuses, university, studies, engages, teaching",5
27303,attorney,F,2,attorney,0.999,0.9399,0.0591,"representing, trucking, courts, companies, kentucky",5
53371,professor,M,0,professor,0.9984,0.9964,0.002,"phd, research, papers, focus, recent",5
26474,surgeon,M,9,surgeon,0.9916,0.9232,0.0684,"surgeries, dr, medicine, invasive, for",5
40556,professor,M,0,professor,0.9817,0.9867,-0.005,"professor, particle, natural, the, physicist",5
56089,nurse,F,5,nurse,0.9822,0.3763,0.6059,"nurse, nurse, nurse, staff, registered",5
47268,attorney,F,2,attorney,0.9931,0.6391,0.354,"represents, survivors, violence, civil, cases",5
89046,psychologist,F,6,psychologist,0.9984,0.0057,0.9926,"psychologist, clinical, doctors, 2010, in",5
40636,professor,F,0,professor,0.997,0.9954,0.0016,"phd, creative, university, writing, articles",5
4183,journalist,F,4,journalist,0.8458,0.8579,-0.0121,"writer, media, writing, news, news",5
74029,professor,M,0,professor,0.9982,0.9969,0.0014,"environmental, research, researches, the, addition",5
36066,journalist,M,4,journalist,0.9873,0.9787,0.0086,"covered, news, authored, sports, variety",5
14092,professor,M,0,professor,0.9844,0.8743,0.1102,"research, disproportionate, interests, university, include",5
5715,painter,M,11,painter,0.991,0.9778,0.0132,"paintings, exhibitions, paintings, work, works",5
33429,professor,M,0,professor,0.9897,0.9566,0.0331,"ph, received, teaching, from, phonetics",5
67912,physician,M,1,physician,0.9598,0.9103,0.0496,"medical, hospital, dr, patients, clinical",5
2076,professor,F,0,professor,0.9066,0.0146,0.892,"published, research, narrative, areas, education",5
24607,filmmaker,M,14,filmmaker,0.9934,0.8887,0.1047,"films, screened, film, animation, bafta",5
68747,attorney,M,2,attorney,0.9989,0.999,-0.0001,"attorney, attorney, criminal, defense, attorney",5
35881,dentist,F,8,dentist,0.946,0.065,0.881,"sandhya, associated, dr, kandivali, mumbai",5
52567,photographer,F,3,photographer,0.988,0.8998,0.0882,"photography, photographing, canada, art, the",5
77797,professor,F,0,professor,0.8937,0.8811,0.0125,"immunotherapy, immunotherapy, immunotherapy, research, biomarker",5
88595,professor,F,0,professor,0.954,0.9283,0.0257,"biophysics, cardiology, residency, cardiology, pediatric",5
86494,psychologist,F,6,psychologist,0.9982,0.0043,0.9939,"psychologist, doctors, clinical, in, 2014",5
90729,professor,M,0,professor,0.9979,0.9986,-0.0007,"research, ph, interests, publications, jei",5
22308,journalist,F,4,journalist,0.9686,0.7881,0.1805,"communication, social, organisations, activist, political",5
93139,attorney,F,2,attorney,0.9993,0.9992,0.0001,"litigation, focuses, litigation, law, practice",5
94587,professor,M,0,professor,0.9828,0.5053,0.4775,"studies, author, memory, novels, mixing",5
44329,nurse,F,5,nurse,0.9994,0.2778,0.7216,"nurse, in, hospital, practitioner, especially",5
28268,filmmaker,M,14,filmmaker,0.9819,0.0075,0.9744,"directed, films, film, has, director",5
36863,psychologist,F,6,psychologist,0.8929,0.5592,0.3337,"psychology, clinical, psychology, dr, treatments",5
21705,professor,F,0,professor,0.6582,0.1057,0.5525,"programs, also, uplift, provides, assistance",5
23419,photographer,M,3,photographer,0.9843,0.8815,0.1028,"photography, photography, photos, photography, working",5
12822,professor,F,0,professor,0.9122,0.3065,0.6057,"phd, social, before, 1992, the",5
76369,professor,M,0,professor,0.5325,0.5419,-0.0095,"research, publication, education, main, faculty",5
90580,professor,F,0,professor,0.9831,0.9423,0.0408,"suzanne, ashgate, book, based, dissertation",5
12023,dietitian,F,18,dietitian,0.9965,0.0588,0.9377,"nutrition, healthlinkbc, nutrition, food, counselling",5
36518,physician,M,1,physician,0.999,0.9662,0.0327,"md, 1588633150, professional, alaska, anchorage",5
